id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication,评论人ID,评论人昵称,评论时间,评论内容,点赞次数
5018500412216838,O7Lhn9iHs,7737431533,小猫的冰镇西瓜,王俊凯超话💙#王俊凯味全乳品代言人#💙💙#丝芙格芮全球品牌代言人王俊凯#💙快板这么一打，哎，别的咱不夸。我夸一夸，这个“天衣无缝”偶像@TFBOYS-王俊凯这个小少年，他究竟好在哪儿。他人善脸帅、能演会唱、还是个小机灵鬼。给他捧个场，不要往上滑。咱评论点赞之后再去反黑打个卡。🍬KBeautiful-TFBOYS-王俊凯🍬K回望🍬K树读(Live)🍬K流星-TFBOYS-王俊凯🍬K心引力🍬K心引力🍬K生长-TFBOYS-王俊凯【三字弟弟王俊凯粉丝wjk王俊凯公益】【王俊凯带货王俊凯跳舞王俊凯唱歌SZ】,,,TFBOYS-王俊凯,"王俊凯味全乳品代言人,丝芙格芮全球品牌代言人王俊凯",2,58,6,2024-04-02 00:00,王俊凯超话,"https://wx4.sinaimg.cn/large/008rDtoNly1hoax91dpyej309s09s741.jpg,https://wx1.sinaimg.cn/large/008rDtoNly1hoax91narpj309s09sq2z.jpg,https://wx4.sinaimg.cn/large/008rDtoNly1hoax91tuokj309s09s744.jpg,https://wx1.sinaimg.cn/large/008rDtoNly1hoax9224bbj309s09swea.jpg,https://wx4.sinaimg.cn/large/008rDtoNly1hoax92bxrsj309s09s74e.jpg,https://wx4.sinaimg.cn/large/008rDtoNly1hoax92m73sj309s09s747.jpg,https://wx3.sinaimg.cn/large/008rDtoNly1hoax92xdppj309s09s0sh.jpg,https://wx1.sinaimg.cn/large/008rDtoNly1hoax934xx1j309s09s749.jpg,https://wx3.sinaimg.cn/large/008rDtoNly1hoax93dca7j309s09s0si.jpg",,,河南,红V,6089278217,见到小卷毛就哭,Tue Apr 02 23:43:10 +0800 2024,如果梦想有捷径的话，那么这条路一定叫坚持。                                  ——王俊凯,0
5018500412216838,O7Lhn9iHs,7737431533,小猫的冰镇西瓜,王俊凯超话💙#王俊凯味全乳品代言人#💙💙#丝芙格芮全球品牌代言人王俊凯#💙快板这么一打，哎，别的咱不夸。我夸一夸，这个“天衣无缝”偶像@TFBOYS-王俊凯这个小少年，他究竟好在哪儿。他人善脸帅、能演会唱、还是个小机灵鬼。给他捧个场，不要往上滑。咱评论点赞之后再去反黑打个卡。🍬KBeautiful-TFBOYS-王俊凯🍬K回望🍬K树读(Live)🍬K流星-TFBOYS-王俊凯🍬K心引力🍬K心引力🍬K生长-TFBOYS-王俊凯【三字弟弟王俊凯粉丝wjk王俊凯公益】【王俊凯带货王俊凯跳舞王俊凯唱歌SZ】,,,TFBOYS-王俊凯,"王俊凯味全乳品代言人,丝芙格芮全球品牌代言人王俊凯",2,58,6,2024-04-02 00:00,王俊凯超话,"https://wx4.sinaimg.cn/large/008rDtoNly1hoax91dpyej309s09s741.jpg,https://wx1.sinaimg.cn/large/008rDtoNly1hoax91narpj309s09sq2z.jpg,https://wx4.sinaimg.cn/large/008rDtoNly1hoax91tuokj309s09s744.jpg,https://wx1.sinaimg.cn/large/008rDtoNly1hoax9224bbj309s09swea.jpg,https://wx4.sinaimg.cn/large/008rDtoNly1hoax92bxrsj309s09s74e.jpg,https://wx4.sinaimg.cn/large/008rDtoNly1hoax92m73sj309s09s747.jpg,https://wx3.sinaimg.cn/large/008rDtoNly1hoax92xdppj309s09s0sh.jpg,https://wx1.sinaimg.cn/large/008rDtoNly1hoax934xx1j309s09s749.jpg,https://wx3.sinaimg.cn/large/008rDtoNly1hoax93dca7j309s09s0si.jpg",,,河南,红V,6975969876,王小瓦-,Tue Apr 02 23:08:05 +0800 2024,从开始到未来只为王俊凯,0
5018500412216838,O7Lhn9iHs,7737431533,小猫的冰镇西瓜,王俊凯超话💙#王俊凯味全乳品代言人#💙💙#丝芙格芮全球品牌代言人王俊凯#💙快板这么一打，哎，别的咱不夸。我夸一夸，这个“天衣无缝”偶像@TFBOYS-王俊凯这个小少年，他究竟好在哪儿。他人善脸帅、能演会唱、还是个小机灵鬼。给他捧个场，不要往上滑。咱评论点赞之后再去反黑打个卡。🍬KBeautiful-TFBOYS-王俊凯🍬K回望🍬K树读(Live)🍬K流星-TFBOYS-王俊凯🍬K心引力🍬K心引力🍬K生长-TFBOYS-王俊凯【三字弟弟王俊凯粉丝wjk王俊凯公益】【王俊凯带货王俊凯跳舞王俊凯唱歌SZ】,,,TFBOYS-王俊凯,"王俊凯味全乳品代言人,丝芙格芮全球品牌代言人王俊凯",2,58,6,2024-04-02 00:00,王俊凯超话,"https://wx4.sinaimg.cn/large/008rDtoNly1hoax91dpyej309s09s741.jpg,https://wx1.sinaimg.cn/large/008rDtoNly1hoax91narpj309s09sq2z.jpg,https://wx4.sinaimg.cn/large/008rDtoNly1hoax91tuokj309s09s744.jpg,https://wx1.sinaimg.cn/large/008rDtoNly1hoax9224bbj309s09swea.jpg,https://wx4.sinaimg.cn/large/008rDtoNly1hoax92bxrsj309s09s74e.jpg,https://wx4.sinaimg.cn/large/008rDtoNly1hoax92m73sj309s09s747.jpg,https://wx3.sinaimg.cn/large/008rDtoNly1hoax92xdppj309s09s0sh.jpg,https://wx1.sinaimg.cn/large/008rDtoNly1hoax934xx1j309s09s749.jpg,https://wx3.sinaimg.cn/large/008rDtoNly1hoax93dca7j309s09s0si.jpg",,,河南,红V,7578221881,文思凯宝,Tue Apr 02 22:42:26 +0800 2024,你在舞台上发光，我在人海中为你点灯，这一片星海是我们对你永远的承诺。,0
5018500412216838,O7Lhn9iHs,7737431533,小猫的冰镇西瓜,王俊凯超话💙#王俊凯味全乳品代言人#💙💙#丝芙格芮全球品牌代言人王俊凯#💙快板这么一打，哎，别的咱不夸。我夸一夸，这个“天衣无缝”偶像@TFBOYS-王俊凯这个小少年，他究竟好在哪儿。他人善脸帅、能演会唱、还是个小机灵鬼。给他捧个场，不要往上滑。咱评论点赞之后再去反黑打个卡。🍬KBeautiful-TFBOYS-王俊凯🍬K回望🍬K树读(Live)🍬K流星-TFBOYS-王俊凯🍬K心引力🍬K心引力🍬K生长-TFBOYS-王俊凯【三字弟弟王俊凯粉丝wjk王俊凯公益】【王俊凯带货王俊凯跳舞王俊凯唱歌SZ】,,,TFBOYS-王俊凯,"王俊凯味全乳品代言人,丝芙格芮全球品牌代言人王俊凯",2,58,6,2024-04-02 00:00,王俊凯超话,"https://wx4.sinaimg.cn/large/008rDtoNly1hoax91dpyej309s09s741.jpg,https://wx1.sinaimg.cn/large/008rDtoNly1hoax91narpj309s09sq2z.jpg,https://wx4.sinaimg.cn/large/008rDtoNly1hoax91tuokj309s09s744.jpg,https://wx1.sinaimg.cn/large/008rDtoNly1hoax9224bbj309s09swea.jpg,https://wx4.sinaimg.cn/large/008rDtoNly1hoax92bxrsj309s09s74e.jpg,https://wx4.sinaimg.cn/large/008rDtoNly1hoax92m73sj309s09s747.jpg,https://wx3.sinaimg.cn/large/008rDtoNly1hoax92xdppj309s09s0sh.jpg,https://wx1.sinaimg.cn/large/008rDtoNly1hoax934xx1j309s09s749.jpg,https://wx3.sinaimg.cn/large/008rDtoNly1hoax93dca7j309s09s0si.jpg",,,河南,红V,6624833891,你知道你很可爱吗kai,Tue Apr 02 21:33:59 +0800 2024,The twentieth meeting you used to spend all my luck. （遇见你花光了我所有运气）,0
5018500412216838,O7Lhn9iHs,7737431533,小猫的冰镇西瓜,王俊凯超话💙#王俊凯味全乳品代言人#💙💙#丝芙格芮全球品牌代言人王俊凯#💙快板这么一打，哎，别的咱不夸。我夸一夸，这个“天衣无缝”偶像@TFBOYS-王俊凯这个小少年，他究竟好在哪儿。他人善脸帅、能演会唱、还是个小机灵鬼。给他捧个场，不要往上滑。咱评论点赞之后再去反黑打个卡。🍬KBeautiful-TFBOYS-王俊凯🍬K回望🍬K树读(Live)🍬K流星-TFBOYS-王俊凯🍬K心引力🍬K心引力🍬K生长-TFBOYS-王俊凯【三字弟弟王俊凯粉丝wjk王俊凯公益】【王俊凯带货王俊凯跳舞王俊凯唱歌SZ】,,,TFBOYS-王俊凯,"王俊凯味全乳品代言人,丝芙格芮全球品牌代言人王俊凯",2,58,6,2024-04-02 00:00,王俊凯超话,"https://wx4.sinaimg.cn/large/008rDtoNly1hoax91dpyej309s09s741.jpg,https://wx1.sinaimg.cn/large/008rDtoNly1hoax91narpj309s09sq2z.jpg,https://wx4.sinaimg.cn/large/008rDtoNly1hoax91tuokj309s09s744.jpg,https://wx1.sinaimg.cn/large/008rDtoNly1hoax9224bbj309s09swea.jpg,https://wx4.sinaimg.cn/large/008rDtoNly1hoax92bxrsj309s09s74e.jpg,https://wx4.sinaimg.cn/large/008rDtoNly1hoax92m73sj309s09s747.jpg,https://wx3.sinaimg.cn/large/008rDtoNly1hoax92xdppj309s09s0sh.jpg,https://wx1.sinaimg.cn/large/008rDtoNly1hoax934xx1j309s09s749.jpg,https://wx3.sinaimg.cn/large/008rDtoNly1hoax93dca7j309s09s0si.jpg",,,河南,红V,6346249155,奔跑的摘星凯喵,Tue Apr 02 21:20:36 +0800 2024,💙Dior新晋中国区品牌大使💫💙金九银十双开年时尚宠儿💫💙16首优质单曲和个人演唱会引燃全场的歌手王俊凯✨💙金凤凰最佳新人奖肯定进步的演员王俊凯💙2019和联合国环境署亲善大使相遇肯尼亚💫💙2020和少年英雄马山相约《749局》💙,0
5018500412216838,O7Lhn9iHs,7737431533,小猫的冰镇西瓜,王俊凯超话💙#王俊凯味全乳品代言人#💙💙#丝芙格芮全球品牌代言人王俊凯#💙快板这么一打，哎，别的咱不夸。我夸一夸，这个“天衣无缝”偶像@TFBOYS-王俊凯这个小少年，他究竟好在哪儿。他人善脸帅、能演会唱、还是个小机灵鬼。给他捧个场，不要往上滑。咱评论点赞之后再去反黑打个卡。🍬KBeautiful-TFBOYS-王俊凯🍬K回望🍬K树读(Live)🍬K流星-TFBOYS-王俊凯🍬K心引力🍬K心引力🍬K生长-TFBOYS-王俊凯【三字弟弟王俊凯粉丝wjk王俊凯公益】【王俊凯带货王俊凯跳舞王俊凯唱歌SZ】,,,TFBOYS-王俊凯,"王俊凯味全乳品代言人,丝芙格芮全球品牌代言人王俊凯",2,58,6,2024-04-02 00:00,王俊凯超话,"https://wx4.sinaimg.cn/large/008rDtoNly1hoax91dpyej309s09s741.jpg,https://wx1.sinaimg.cn/large/008rDtoNly1hoax91narpj309s09sq2z.jpg,https://wx4.sinaimg.cn/large/008rDtoNly1hoax91tuokj309s09s744.jpg,https://wx1.sinaimg.cn/large/008rDtoNly1hoax9224bbj309s09swea.jpg,https://wx4.sinaimg.cn/large/008rDtoNly1hoax92bxrsj309s09s74e.jpg,https://wx4.sinaimg.cn/large/008rDtoNly1hoax92m73sj309s09s747.jpg,https://wx3.sinaimg.cn/large/008rDtoNly1hoax92xdppj309s09s0sh.jpg,https://wx1.sinaimg.cn/large/008rDtoNly1hoax934xx1j309s09s749.jpg,https://wx3.sinaimg.cn/large/008rDtoNly1hoax93dca7j309s09s0si.jpg",,,河南,红V,7529588569,排队的糖醋排骨,Tue Apr 02 18:21:22 +0800 2024,想写一封情书送给未来的你𝓘𝔀𝓪𝓷𝓽 𝓽𝓸 𝔀𝓻𝓲𝓽𝓮 𝓪 𝓵𝓸𝓿𝓮 𝓵𝓮𝓽𝓽𝓮𝓻 𝓽𝓸 𝔂𝓸𝓾 𝓲𝓷 𝓽𝓱𝓮 𝓯𝓾𝓽𝓾𝓻𝓮,0
5018500412216838,O7Lhn9iHs,7737431533,小猫的冰镇西瓜,王俊凯超话💙#王俊凯味全乳品代言人#💙💙#丝芙格芮全球品牌代言人王俊凯#💙快板这么一打，哎，别的咱不夸。我夸一夸，这个“天衣无缝”偶像@TFBOYS-王俊凯这个小少年，他究竟好在哪儿。他人善脸帅、能演会唱、还是个小机灵鬼。给他捧个场，不要往上滑。咱评论点赞之后再去反黑打个卡。🍬KBeautiful-TFBOYS-王俊凯🍬K回望🍬K树读(Live)🍬K流星-TFBOYS-王俊凯🍬K心引力🍬K心引力🍬K生长-TFBOYS-王俊凯【三字弟弟王俊凯粉丝wjk王俊凯公益】【王俊凯带货王俊凯跳舞王俊凯唱歌SZ】,,,TFBOYS-王俊凯,"王俊凯味全乳品代言人,丝芙格芮全球品牌代言人王俊凯",2,58,6,2024-04-02 00:00,王俊凯超话,"https://wx4.sinaimg.cn/large/008rDtoNly1hoax91dpyej309s09s741.jpg,https://wx1.sinaimg.cn/large/008rDtoNly1hoax91narpj309s09sq2z.jpg,https://wx4.sinaimg.cn/large/008rDtoNly1hoax91tuokj309s09s744.jpg,https://wx1.sinaimg.cn/large/008rDtoNly1hoax9224bbj309s09swea.jpg,https://wx4.sinaimg.cn/large/008rDtoNly1hoax92bxrsj309s09s74e.jpg,https://wx4.sinaimg.cn/large/008rDtoNly1hoax92m73sj309s09s747.jpg,https://wx3.sinaimg.cn/large/008rDtoNly1hoax92xdppj309s09s0sh.jpg,https://wx1.sinaimg.cn/large/008rDtoNly1hoax934xx1j309s09s749.jpg,https://wx3.sinaimg.cn/large/008rDtoNly1hoax93dca7j309s09s0si.jpg",,,河南,红V,6466360206,绝对不-wjk,Tue Apr 02 17:48:02 +0800 2024,温柔的情话微甜，你是星河万千，是草木经流，是我能想到的一切美好  <a href='/n/TFBOYS-王俊凯'>@TFBOYS-王俊凯</a>,0
5018500412216838,O7Lhn9iHs,7737431533,小猫的冰镇西瓜,王俊凯超话💙#王俊凯味全乳品代言人#💙💙#丝芙格芮全球品牌代言人王俊凯#💙快板这么一打，哎，别的咱不夸。我夸一夸，这个“天衣无缝”偶像@TFBOYS-王俊凯这个小少年，他究竟好在哪儿。他人善脸帅、能演会唱、还是个小机灵鬼。给他捧个场，不要往上滑。咱评论点赞之后再去反黑打个卡。🍬KBeautiful-TFBOYS-王俊凯🍬K回望🍬K树读(Live)🍬K流星-TFBOYS-王俊凯🍬K心引力🍬K心引力🍬K生长-TFBOYS-王俊凯【三字弟弟王俊凯粉丝wjk王俊凯公益】【王俊凯带货王俊凯跳舞王俊凯唱歌SZ】,,,TFBOYS-王俊凯,"王俊凯味全乳品代言人,丝芙格芮全球品牌代言人王俊凯",2,58,6,2024-04-02 00:00,王俊凯超话,"https://wx4.sinaimg.cn/large/008rDtoNly1hoax91dpyej309s09s741.jpg,https://wx1.sinaimg.cn/large/008rDtoNly1hoax91narpj309s09sq2z.jpg,https://wx4.sinaimg.cn/large/008rDtoNly1hoax91tuokj309s09s744.jpg,https://wx1.sinaimg.cn/large/008rDtoNly1hoax9224bbj309s09swea.jpg,https://wx4.sinaimg.cn/large/008rDtoNly1hoax92bxrsj309s09s74e.jpg,https://wx4.sinaimg.cn/large/008rDtoNly1hoax92m73sj309s09s747.jpg,https://wx3.sinaimg.cn/large/008rDtoNly1hoax92xdppj309s09s0sh.jpg,https://wx1.sinaimg.cn/large/008rDtoNly1hoax934xx1j309s09s749.jpg,https://wx3.sinaimg.cn/large/008rDtoNly1hoax93dca7j309s09s0si.jpg",,,河南,红V,7874085165,佳什么欣k,Tue Apr 02 17:07:25 +0800 2024,“即使未曾谋面 但我也会为你心动一万次” 𝓔𝓿𝓮𝓷 𝓲𝓯 𝓘 𝓱𝓪𝓿𝓮 𝓷𝓮𝓿𝓮𝓻 𝓶𝓮𝓽  𝓘 𝔀𝓲𝓵𝓵 𝓫𝓮 𝓶𝓸𝓿𝓮𝓭 𝓯𝓸𝓻 𝔂𝓸𝓾 𝓽𝓮𝓷 𝓽𝓱𝓸𝓾𝓼𝓪𝓷𝓭 𝓽𝓲𝓶𝓮,0
5018500412216838,O7Lhn9iHs,7737431533,小猫的冰镇西瓜,王俊凯超话💙#王俊凯味全乳品代言人#💙💙#丝芙格芮全球品牌代言人王俊凯#💙快板这么一打，哎，别的咱不夸。我夸一夸，这个“天衣无缝”偶像@TFBOYS-王俊凯这个小少年，他究竟好在哪儿。他人善脸帅、能演会唱、还是个小机灵鬼。给他捧个场，不要往上滑。咱评论点赞之后再去反黑打个卡。🍬KBeautiful-TFBOYS-王俊凯🍬K回望🍬K树读(Live)🍬K流星-TFBOYS-王俊凯🍬K心引力🍬K心引力🍬K生长-TFBOYS-王俊凯【三字弟弟王俊凯粉丝wjk王俊凯公益】【王俊凯带货王俊凯跳舞王俊凯唱歌SZ】,,,TFBOYS-王俊凯,"王俊凯味全乳品代言人,丝芙格芮全球品牌代言人王俊凯",2,58,6,2024-04-02 00:00,王俊凯超话,"https://wx4.sinaimg.cn/large/008rDtoNly1hoax91dpyej309s09s741.jpg,https://wx1.sinaimg.cn/large/008rDtoNly1hoax91narpj309s09sq2z.jpg,https://wx4.sinaimg.cn/large/008rDtoNly1hoax91tuokj309s09s744.jpg,https://wx1.sinaimg.cn/large/008rDtoNly1hoax9224bbj309s09swea.jpg,https://wx4.sinaimg.cn/large/008rDtoNly1hoax92bxrsj309s09s74e.jpg,https://wx4.sinaimg.cn/large/008rDtoNly1hoax92m73sj309s09s747.jpg,https://wx3.sinaimg.cn/large/008rDtoNly1hoax92xdppj309s09s0sh.jpg,https://wx1.sinaimg.cn/large/008rDtoNly1hoax934xx1j309s09s749.jpg,https://wx3.sinaimg.cn/large/008rDtoNly1hoax93dca7j309s09s0si.jpg",,,河南,红V,7396060736,Sunrise拂晓,Tue Apr 02 12:25:56 +0800 2024,当风佛过海平面，思念的依托扬长而去，携玫瑰般的轰烈浪漫. 𝓦𝓱𝓮𝓷 𝓽𝓱𝓮 𝔀𝓲𝓷𝓭 𝓑𝓾𝓭𝓭𝓱𝓪 𝓬𝓻𝓸𝓼𝓼𝓮𝓼 𝓽𝓱𝓮 𝓼𝓮𝓪 𝓼𝓾𝓰𝓰𝓮𝓻 𝓽𝓸 𝓰𝓸.,0
5018500412216838,O7Lhn9iHs,7737431533,小猫的冰镇西瓜,王俊凯超话💙#王俊凯味全乳品代言人#💙💙#丝芙格芮全球品牌代言人王俊凯#💙快板这么一打，哎，别的咱不夸。我夸一夸，这个“天衣无缝”偶像@TFBOYS-王俊凯这个小少年，他究竟好在哪儿。他人善脸帅、能演会唱、还是个小机灵鬼。给他捧个场，不要往上滑。咱评论点赞之后再去反黑打个卡。🍬KBeautiful-TFBOYS-王俊凯🍬K回望🍬K树读(Live)🍬K流星-TFBOYS-王俊凯🍬K心引力🍬K心引力🍬K生长-TFBOYS-王俊凯【三字弟弟王俊凯粉丝wjk王俊凯公益】【王俊凯带货王俊凯跳舞王俊凯唱歌SZ】,,,TFBOYS-王俊凯,"王俊凯味全乳品代言人,丝芙格芮全球品牌代言人王俊凯",2,58,6,2024-04-02 00:00,王俊凯超话,"https://wx4.sinaimg.cn/large/008rDtoNly1hoax91dpyej309s09s741.jpg,https://wx1.sinaimg.cn/large/008rDtoNly1hoax91narpj309s09sq2z.jpg,https://wx4.sinaimg.cn/large/008rDtoNly1hoax91tuokj309s09s744.jpg,https://wx1.sinaimg.cn/large/008rDtoNly1hoax9224bbj309s09swea.jpg,https://wx4.sinaimg.cn/large/008rDtoNly1hoax92bxrsj309s09s74e.jpg,https://wx4.sinaimg.cn/large/008rDtoNly1hoax92m73sj309s09s747.jpg,https://wx3.sinaimg.cn/large/008rDtoNly1hoax92xdppj309s09s0sh.jpg,https://wx1.sinaimg.cn/large/008rDtoNly1hoax934xx1j309s09s749.jpg,https://wx3.sinaimg.cn/large/008rDtoNly1hoax93dca7j309s09s0si.jpg",,,河南,红V,3494725725,KK-框框,Tue Apr 02 10:29:09 +0800 2024,“任何值得去的时候，都没有捷径，成长中最重要的是独自长大”,0
