id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication,评论人ID,评论人昵称,评论时间,评论内容,点赞次数
5007964672366464,O3lcf9VCM,3567412270,抚州临川发布,【为自己的健康赢一次！#430斤高一男生半年减重150斤#】近日，山东青岛。赵浩宇是国科大（青岛）附属学校高一学生，现在的身高是2.02米、体重279斤，而半年前他的体重最高达430斤。初三暑假一次生病昏厥让他意识到该减肥了，再胖下去可能有生命安全问题。从控制饮食到跟着学校体育训练队锻炼，走圈、慢跑再到俯卧撑、深蹲等，最难的是刚开始的一个月，又饿又累有半个月失眠，最后他还是坚持下来了，如今小伙的身体状况和精神状态都有了很大提升。（半岛全媒体记者刘文）L半岛都市报的微博视频,,,,430斤高一男生半年减重150斤,0,4,20,2024-03-03 22:14,iPhone客户端,,"http://f.video.weibocdn.com/o0/2E7cffrulx08cZOu3bP2010412031VC10E020.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1741872577&ssig=rKZ72Kfv0W&KID=unistore,video",,,蓝V,3567412270,抚州临川发布,Sun Mar 03 22:27:11 +0800 2024,好,0
5007964672366464,O3lcf9VCM,3567412270,抚州临川发布,【为自己的健康赢一次！#430斤高一男生半年减重150斤#】近日，山东青岛。赵浩宇是国科大（青岛）附属学校高一学生，现在的身高是2.02米、体重279斤，而半年前他的体重最高达430斤。初三暑假一次生病昏厥让他意识到该减肥了，再胖下去可能有生命安全问题。从控制饮食到跟着学校体育训练队锻炼，走圈、慢跑再到俯卧撑、深蹲等，最难的是刚开始的一个月，又饿又累有半个月失眠，最后他还是坚持下来了，如今小伙的身体状况和精神状态都有了很大提升。（半岛全媒体记者刘文）L半岛都市报的微博视频,,,,430斤高一男生半年减重150斤,0,4,20,2024-03-03 22:14,iPhone客户端,,"http://f.video.weibocdn.com/o0/2E7cffrulx08cZOu3bP2010412031VC10E020.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1741872577&ssig=rKZ72Kfv0W&KID=unistore,video",,,蓝V,6263810770,2024多多搞钱,Sun Mar 03 23:11:26 +0800 2024,青岛滚烫,0
5007964672366464,O3lcf9VCM,3567412270,抚州临川发布,【为自己的健康赢一次！#430斤高一男生半年减重150斤#】近日，山东青岛。赵浩宇是国科大（青岛）附属学校高一学生，现在的身高是2.02米、体重279斤，而半年前他的体重最高达430斤。初三暑假一次生病昏厥让他意识到该减肥了，再胖下去可能有生命安全问题。从控制饮食到跟着学校体育训练队锻炼，走圈、慢跑再到俯卧撑、深蹲等，最难的是刚开始的一个月，又饿又累有半个月失眠，最后他还是坚持下来了，如今小伙的身体状况和精神状态都有了很大提升。（半岛全媒体记者刘文）L半岛都市报的微博视频,,,,430斤高一男生半年减重150斤,0,4,20,2024-03-03 22:14,iPhone客户端,,"http://f.video.weibocdn.com/o0/2E7cffrulx08cZOu3bP2010412031VC10E020.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1741872577&ssig=rKZ72Kfv0W&KID=unistore,video",,,蓝V,5970259848,永失我瞳,Mon Mar 04 03:46:51 +0800 2024,至少50亿票房,16
5007964672366464,O3lcf9VCM,3567412270,抚州临川发布,【为自己的健康赢一次！#430斤高一男生半年减重150斤#】近日，山东青岛。赵浩宇是国科大（青岛）附属学校高一学生，现在的身高是2.02米、体重279斤，而半年前他的体重最高达430斤。初三暑假一次生病昏厥让他意识到该减肥了，再胖下去可能有生命安全问题。从控制饮食到跟着学校体育训练队锻炼，走圈、慢跑再到俯卧撑、深蹲等，最难的是刚开始的一个月，又饿又累有半个月失眠，最后他还是坚持下来了，如今小伙的身体状况和精神状态都有了很大提升。（半岛全媒体记者刘文）L半岛都市报的微博视频,,,,430斤高一男生半年减重150斤,0,4,20,2024-03-03 22:14,iPhone客户端,,"http://f.video.weibocdn.com/o0/2E7cffrulx08cZOu3bP2010412031VC10E020.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1741872577&ssig=rKZ72Kfv0W&KID=unistore,video",,,蓝V,1883191000,HRD丁丽,Sun Mar 03 23:45:46 +0800 2024,"2米高、430斤抬上120急救车，也是个大工程！<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-be7f768d78.png"" style=""width:1em; height:1em;"" /></span>好在现在瘦下来了，真好！",2
5007876974707699,O3iUNjKGD,7141087529,铁骥视频,【为自己的健康赢一次！#430斤高一男生半年减重150斤#】近日，山东青岛。赵浩宇是国科大（青岛）附属学校高一学生，现在的身高是2.02米、体重279斤，而半年前他的体重最高达430斤。初三暑假一次生病昏厥让他意识到该减肥了，再胖下去可能有生命安全问题。从控制饮食到跟着学校体育训练队锻炼，走圈、慢跑再到俯卧撑、深蹲等，最难的是刚开始的一个月，又饿又累有半个月失眠，最后他还是坚持下来了，如今小伙的身体状况和精神状态都有了很大提升。@半岛都市报L半岛都市报的微博视频,,,半岛都市报,430斤高一男生半年减重150斤,24,3,44,2024-03-03 16:26,微博视频号,,"http://f.video.weibocdn.com/o0/2E7cffrulx08cZOu3bP2010412031VC10E020.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1741872602&ssig=9pNzs88IyI&KID=unistore,video",,,蓝V,5326069521,何其有幸biubiubiu,Sun Mar 03 23:03:18 +0800 2024,"💪🏻这已经成功激起我减肥的动力了，小伙简直就是我的榜样<span class=""url-icon""><img alt=[鼓掌] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_guzhang-cca8b296d9.png"" style=""width:1em; height:1em;"" /></span>",0
5007876974707699,O3iUNjKGD,7141087529,铁骥视频,【为自己的健康赢一次！#430斤高一男生半年减重150斤#】近日，山东青岛。赵浩宇是国科大（青岛）附属学校高一学生，现在的身高是2.02米、体重279斤，而半年前他的体重最高达430斤。初三暑假一次生病昏厥让他意识到该减肥了，再胖下去可能有生命安全问题。从控制饮食到跟着学校体育训练队锻炼，走圈、慢跑再到俯卧撑、深蹲等，最难的是刚开始的一个月，又饿又累有半个月失眠，最后他还是坚持下来了，如今小伙的身体状况和精神状态都有了很大提升。@半岛都市报L半岛都市报的微博视频,,,半岛都市报,430斤高一男生半年减重150斤,24,3,44,2024-03-03 16:26,微博视频号,,"http://f.video.weibocdn.com/o0/2E7cffrulx08cZOu3bP2010412031VC10E020.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1741872602&ssig=9pNzs88IyI&KID=unistore,video",,,蓝V,7889627754,唯美之梦境,Sun Mar 03 22:58:52 +0800 2024,希望你能够一直坚持下去，加油吧少年,0
5007876974707699,O3iUNjKGD,7141087529,铁骥视频,【为自己的健康赢一次！#430斤高一男生半年减重150斤#】近日，山东青岛。赵浩宇是国科大（青岛）附属学校高一学生，现在的身高是2.02米、体重279斤，而半年前他的体重最高达430斤。初三暑假一次生病昏厥让他意识到该减肥了，再胖下去可能有生命安全问题。从控制饮食到跟着学校体育训练队锻炼，走圈、慢跑再到俯卧撑、深蹲等，最难的是刚开始的一个月，又饿又累有半个月失眠，最后他还是坚持下来了，如今小伙的身体状况和精神状态都有了很大提升。@半岛都市报L半岛都市报的微博视频,,,半岛都市报,430斤高一男生半年减重150斤,24,3,44,2024-03-03 16:26,微博视频号,,"http://f.video.weibocdn.com/o0/2E7cffrulx08cZOu3bP2010412031VC10E020.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1741872602&ssig=9pNzs88IyI&KID=unistore,video",,,蓝V,7812002633,胡萝卜根本不姓胡,Sun Mar 03 22:54:07 +0800 2024,一切都是贵在坚持为自己的健康赢一次,0
5007848368771063,O3iaEANKL,5707192315,Eric游资之路,央国企AI布局情况如下：上游：AI芯片海光信息深桑达A高新发展中科曙光华西股份航宇微复旦微电光模块：中瓷电子光迅科技特发信息光库科技方正科技航天电器华工科技AI服务器：浪潮信息烽火通信中电港中科曙光中国长城广电运通深南电路国资云：易华录(北京)云赛智联(上海)常山北明(河北)美利云(宁夏)卓朗科技(天津)英飞拓(广东)南天信息(云南)铜牛信息(北京)川网传媒(四川)湘邮科技(湖南)通行宝(江苏)国投智能(国资委)中公高科(央企)太极股份(国资委)中游观澜大模型：海康威视星智政务大模型：深桑达A小可大模型：电科院星火大模型：科大讯飞鸿湖大模型：中国联通九天大模型：儿天大误型中国移动国移动星辰大模型中国电信天擎安全大模型：国投智能大瓦特电力大模型：南网能源下游：数据安全：：国投智能中科信息铜牛信息中新赛克数字认证中国软件电科网安智慧城市：：路桥信息中南股份宁夏建材长江通信安控科技荣科科技万润科技传媒：：新华网人民网国脉文化川网传媒浙文影业城市传媒中国电影军工：广哈通信新余国科内蒙一机华丰科技新兴装备烽火电子智能制造：昆船智能航天智装中威电子合力泰海康威视日海智能克劳斯,,,,,45,2,38,2024-03-03 14:32,,,,,新疆,金V,5908063061,胖胖小顾,Mon Mar 04 05:54:28 +0800 2024,看来央企还搞一段时间,0
5007848368771063,O3iaEANKL,5707192315,Eric游资之路,央国企AI布局情况如下：上游：AI芯片海光信息深桑达A高新发展中科曙光华西股份航宇微复旦微电光模块：中瓷电子光迅科技特发信息光库科技方正科技航天电器华工科技AI服务器：浪潮信息烽火通信中电港中科曙光中国长城广电运通深南电路国资云：易华录(北京)云赛智联(上海)常山北明(河北)美利云(宁夏)卓朗科技(天津)英飞拓(广东)南天信息(云南)铜牛信息(北京)川网传媒(四川)湘邮科技(湖南)通行宝(江苏)国投智能(国资委)中公高科(央企)太极股份(国资委)中游观澜大模型：海康威视星智政务大模型：深桑达A小可大模型：电科院星火大模型：科大讯飞鸿湖大模型：中国联通九天大模型：儿天大误型中国移动国移动星辰大模型中国电信天擎安全大模型：国投智能大瓦特电力大模型：南网能源下游：数据安全：：国投智能中科信息铜牛信息中新赛克数字认证中国软件电科网安智慧城市：：路桥信息中南股份宁夏建材长江通信安控科技荣科科技万润科技传媒：：新华网人民网国脉文化川网传媒浙文影业城市传媒中国电影军工：广哈通信新余国科内蒙一机华丰科技新兴装备烽火电子智能制造：昆船智能航天智装中威电子合力泰海康威视日海智能克劳斯,,,,,45,2,38,2024-03-03 14:32,,,,,新疆,金V,1777018281,ST东尼桑,Sun Mar 03 15:26:44 +0800 2024,"别吹了<span class=""url-icon""><img alt=[哈哈] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_haha-0ec05e6dad.png"" style=""width:1em; height:1em;"" /></span>",0
5007810014219742,O3haNhHKm,1699547483,波浪正宗-股市007,#a股##财经#央国企AI布局情况如下：先收藏起来上游：AI芯片海光信息深桑达A高新发展中科曙光华西股份航宇微复旦微电光模块：中瓷电子光迅科技特发信息光库科技方正科技航天电器华工科技AI服务器：浪潮信息烽火通信中电港中科曙光中国长城广电运通深南电路国资云：易华录(北京)云赛智联(上海)常山北明(河北)美利云(宁夏)卓朗科技(天津)英飞拓(广东)南天信息(云南)铜牛信息(北京)川网传媒(四川)湘邮科技(湖南)通行宝(江苏)国投智能(国资委)中公高科(央企)太极股份(国资委)中游观澜大模型：海康威视星智政务大模型：深桑达A小可大模型：电科院星火大模型：科大讯飞鸿湖大模型：中国联通九天大模型：儿天大误型中国移动国移动星辰大模型中国电信天擎安全大模型：国投智能大瓦特电力大模型：南网能源下游：数据安全：：国投智能中科信息铜牛信息中新赛克数字认证中国软件电科网安智慧城市：：路桥信息中南股份宁夏建材长江通信安控科技荣科科技万润科技传媒：：新华网人民网国脉文化川网传媒浙文影业城市传媒中国电影军工：广哈通信新余国科内蒙一机华丰科技新兴装备烽火电子智能制造：昆船智能航天智装中威电子合力泰海康威视日海智能克劳斯,,,,"a股,财经",33,17,112,2024-03-03 12:00,微博网页版,,,,北京,红V,1699547483,波浪正宗-股市007,Sun Mar 03 13:03:54 +0800 2024,刘备勿追,2
